booking_id,employee_id,booking_date,requested_start_datetime,allocated_start_datetime,requested_end_datetime,allocated_end_datetime,requested_duration_minutes,max_time_flexibility_minutes,requested_room_type,allocated_room_id,allocated_room_type,requested_floor,allocated_floor,requested_capacity,room_capacity,time_relaxation_minutes,allocation_rule,booking_status
RB02465,E0850,2025-08-01,2025-08-01 10:45:00,2025-08-01 10:45:00,2025-08-01 11:45:00,2025-08-01 11:45:00,60,15,Meeting,R025,Meeting,1,3.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB10312,E0218,2025-08-01,2025-08-01 10:45:00,2025-08-01 10:45:00,2025-08-01 11:15:00,2025-08-01 11:15:00,30,0,Meeting,R011,Focus,2,2.0,8,8.0,0.0,similar_type_exact_floor,Allocated
RB19592,E0397,2025-08-01,2025-08-01 10:15:00,2025-08-01 10:45:00,2025-08-01 11:45:00,2025-08-01 12:15:00,90,60,Focus,R005,Training,3,1.0,10,16.0,30.0,similar_type_any_floor,Allocated
RB38617,E0568,2025-08-01,2025-08-01 10:45:00,2025-08-01 10:45:00,2025-08-01 11:15:00,2025-08-01 11:15:00,30,120,Focus,R027,Focus,3,3.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB05152,E0416,2025-08-01,2025-08-01 11:00:00,2025-08-01 11:00:00,2025-08-01 12:00:00,2025-08-01 12:00:00,60,0,Meeting,R003,Meeting,2,1.0,4,8.0,0.0,exact_type_nearby_floor,Allocated
RB20127,E0394,2025-08-01,2025-08-01 10:15:00,2025-08-01 11:15:00,2025-08-01 11:15:00,2025-08-01 12:15:00,60,120,Training,R040,Training,3,4.0,12,16.0,60.0,exact_type_nearby_floor,Allocated
RB22250,E0536,2025-08-01,2025-08-01 11:15:00,2025-08-01 11:15:00,2025-08-01 12:15:00,2025-08-01 12:15:00,60,30,Meeting,R024,Meeting,2,3.0,4,8.0,0.0,exact_type_nearby_floor,Allocated
RB28069,E0336,2025-08-01,2025-08-01 11:00:00,2025-08-01 11:15:00,2025-08-01 11:30:00,2025-08-01 11:45:00,30,60,Meeting,R006,Focus,1,1.0,12,16.0,15.0,similar_type_exact_floor,Allocated
RB28698,E0621,2025-08-01,2025-08-01 11:15:00,2025-08-01 11:15:00,2025-08-01 12:15:00,2025-08-01 12:15:00,60,15,Training,R034,Conference,4,4.0,12,16.0,0.0,similar_type_exact_floor,Allocated
RB21137,E0994,2025-08-01,2025-08-01 11:30:00,2025-08-01 11:30:00,2025-08-01 12:15:00,2025-08-01 12:15:00,45,60,Conference,R001,Conference,1,1.0,4,8.0,0.0,exact_type_exact_floor,Allocated
RB20158,E0147,2025-08-01,2025-08-01 11:45:00,2025-08-01 11:45:00,2025-08-01 12:15:00,2025-08-01 12:15:00,30,15,Focus,R006,Focus,3,1.0,12,16.0,0.0,exact_type_any_floor,Allocated
RB25667,E0562,2025-08-01,2025-08-01 11:45:00,2025-08-01 11:45:00,2025-08-01 13:45:00,2025-08-01 13:45:00,120,60,Meeting,R004,Meeting,1,1.0,4,8.0,0.0,exact_type_exact_floor,Allocated
RB06061,E0037,2025-08-01,2025-08-01 10:00:00,,2025-08-01 10:45:00,,45,15,Conference,,,4,,10,,,skipped_no_room_available,Skipped
RB07826,E0343,2025-08-01,2025-08-01 10:00:00,,2025-08-01 11:15:00,,75,15,Conference,,,4,,16,,,skipped_no_room_available,Skipped
RB08221,E0231,2025-08-01,2025-08-01 10:30:00,,2025-08-01 11:30:00,,60,0,Meeting,,,4,,10,,,skipped_no_room_available,Skipped
RB28401,E0031,2025-08-01,2025-08-01 09:30:00,,2025-08-01 10:30:00,,60,15,Meeting,,,4,,12,,,skipped_no_room_available,Skipped
RB32009,E0123,2025-08-01,2025-08-01 10:45:00,,2025-08-01 12:00:00,,75,15,Meeting,,,3,,10,,,skipped_no_room_available,Skipped
RB35187,E0790,2025-08-01,2025-08-01 10:15:00,,2025-08-01 12:00:00,,105,30,Conference,,,2,,12,,,skipped_no_room_available,Skipped
RB37839,E0754,2025-08-01,2025-08-01 09:30:00,,2025-08-01 10:30:00,,60,30,Meeting,,,1,,12,,,skipped_no_room_available,Skipped
RB35601,E0248,2025-08-04,2025-08-04 08:15:00,2025-08-04 07:30:00,2025-08-04 09:00:00,2025-08-04 08:15:00,45,120,Training,R041,Focus,5,5.0,12,16.0,45.0,similar_type_exact_floor,Allocated
RB04164,E0904,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 08:45:00,2025-08-04 08:45:00,45,0,Meeting,R008,Meeting,3,1.0,16,16.0,0.0,exact_type_any_floor,Allocated
RB06315,E0728,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 09:15:00,2025-08-04 09:15:00,75,15,Conference,R001,Conference,1,1.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB06655,E0678,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 09:30:00,2025-08-04 09:30:00,90,15,Conference,R023,Conference,3,3.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB08082,E0641,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 08:45:00,2025-08-04 08:45:00,45,0,Meeting,R003,Meeting,1,1.0,4,8.0,0.0,exact_type_exact_floor,Allocated
RB09404,E0361,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 09:00:00,2025-08-04 09:00:00,60,60,Meeting,R034,Conference,3,4.0,12,16.0,0.0,similar_type_any_floor,Allocated
RB21239,E0575,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 08:30:00,2025-08-04 08:30:00,30,30,Meeting,R040,Training,4,4.0,12,16.0,0.0,similar_type_exact_floor,Allocated
RB26350,E0040,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 10:00:00,2025-08-04 10:00:00,120,0,Meeting,R038,Meeting,4,4.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB28241,E0237,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 08:45:00,2025-08-04 08:45:00,45,30,Meeting,R024,Meeting,5,3.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB29560,E0220,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 09:00:00,2025-08-04 09:00:00,60,15,Training,R005,Training,1,1.0,12,16.0,0.0,exact_type_exact_floor,Allocated
RB29957,E0033,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 09:00:00,2025-08-04 09:00:00,60,0,Conference,R018,Training,4,2.0,16,16.0,0.0,similar_type_any_floor,Allocated
RB39326,E0841,2025-08-04,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 08:45:00,2025-08-04 08:45:00,45,30,Meeting,R039,Meeting,4,4.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB00030,E0175,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:15:00,2025-08-04 09:15:00,60,15,Meeting,R006,Focus,3,1.0,10,16.0,0.0,similar_type_any_floor,Allocated
RB03709,E0143,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:30:00,2025-08-04 09:30:00,75,60,Conference,R041,Focus,4,5.0,12,16.0,0.0,similar_type_any_floor,Allocated
RB04984,E0779,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:45:00,2025-08-04 09:45:00,90,15,Training,R046,Training,4,5.0,6,8.0,0.0,exact_type_nearby_floor,Allocated
RB06196,E0646,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:45:00,2025-08-04 09:45:00,90,60,Meeting,R025,Meeting,4,3.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB09209,E0580,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:30:00,2025-08-04 09:30:00,75,30,Training,R049,Training,1,5.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB15042,E0286,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:30:00,2025-08-04 09:30:00,75,0,Meeting,R004,Meeting,1,1.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB16566,E0047,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:45:00,2025-08-04 09:45:00,90,30,Conference,R045,Conference,4,5.0,6,8.0,0.0,exact_type_nearby_floor,Allocated
RB19210,E0715,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 10:00:00,2025-08-04 10:00:00,105,0,Meeting,R030,Meeting,3,3.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB21453,E0247,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 08:45:00,2025-08-04 08:45:00,30,0,Meeting,R007,Conference,1,1.0,8,8.0,0.0,similar_type_exact_floor,Allocated
RB23289,E0380,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:30:00,2025-08-04 09:30:00,75,15,Conference,R015,Conference,3,2.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB30179,E0496,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:15:00,2025-08-04 09:15:00,60,30,Meeting,R010,Conference,1,1.0,8,8.0,0.0,similar_type_exact_floor,Allocated
RB31940,E0887,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:45:00,2025-08-04 09:45:00,90,120,Conference,R012,Conference,3,2.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB33584,E0135,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:15:00,2025-08-04 09:00:00,2025-08-04 09:00:00,45,60,Meeting,R027,Focus,4,3.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB04199,E0767,2025-08-04,2025-08-04 08:30:00,2025-08-04 08:30:00,2025-08-04 09:30:00,2025-08-04 09:30:00,60,15,Meeting,R044,Meeting,4,5.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB08337,E0396,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:30:00,2025-08-04 08:45:00,2025-08-04 09:00:00,30,30,Conference,R040,Training,2,4.0,10,16.0,15.0,similar_type_any_floor,Allocated
RB21332,E0963,2025-08-04,2025-08-04 08:30:00,2025-08-04 08:30:00,2025-08-04 10:00:00,2025-08-04 10:00:00,90,0,Meeting,R043,Focus,4,5.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB23665,E0351,2025-08-04,2025-08-04 08:30:00,2025-08-04 08:30:00,2025-08-04 09:00:00,2025-08-04 09:00:00,30,30,Focus,R011,Focus,2,2.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB39757,E0635,2025-08-04,2025-08-04 08:30:00,2025-08-04 08:30:00,2025-08-04 10:00:00,2025-08-04 10:00:00,90,60,Meeting,R050,Focus,4,5.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB13521,E0815,2025-08-04,2025-08-04 08:15:00,2025-08-04 08:45:00,2025-08-04 09:15:00,2025-08-04 09:45:00,60,30,Focus,R008,Meeting,3,1.0,16,16.0,30.0,similar_type_any_floor,Allocated
RB23024,E0915,2025-08-04,2025-08-04 08:45:00,2025-08-04 08:45:00,2025-08-04 09:45:00,2025-08-04 09:45:00,60,30,Focus,R002,Focus,1,1.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB27110,E0594,2025-08-04,2025-08-04 08:45:00,2025-08-04 08:45:00,2025-08-04 10:15:00,2025-08-04 10:15:00,90,15,Meeting,R003,Meeting,1,1.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB29393,E0323,2025-08-04,2025-08-04 08:45:00,2025-08-04 08:45:00,2025-08-04 10:00:00,2025-08-04 10:00:00,75,30,Meeting,R024,Meeting,1,3.0,4,8.0,0.0,exact_type_any_floor,Allocated
RB01331,E0801,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 10:30:00,2025-08-04 10:30:00,90,30,Meeting,R039,Meeting,3,4.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB03710,E0681,2025-08-04,2025-08-04 08:30:00,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:30:00,90,30,Conference,R034,Conference,3,4.0,10,16.0,30.0,exact_type_nearby_floor,Allocated
RB08161,E0215,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 10:45:00,2025-08-04 10:45:00,105,0,Training,R007,Conference,5,1.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB11731,E0392,2025-08-04,2025-08-04 08:45:00,2025-08-04 09:00:00,2025-08-04 09:45:00,2025-08-04 10:00:00,60,30,Conference,R005,Training,1,1.0,10,16.0,15.0,similar_type_exact_floor,Allocated
RB12332,E0995,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:00:00,60,15,Conference,R009,Focus,1,1.0,6,8.0,0.0,similar_type_exact_floor,Allocated
RB17032,E0813,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:00:00,60,60,Training,R027,Focus,4,3.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB18597,E0295,2025-08-04,2025-08-04 08:30:00,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:30:00,90,30,Training,R040,Training,4,4.0,10,16.0,30.0,exact_type_exact_floor,Allocated
RB19260,E0175,2025-08-04,2025-08-04 08:45:00,2025-08-04 09:00:00,2025-08-04 10:15:00,2025-08-04 10:30:00,90,15,Meeting,R018,Training,3,2.0,10,16.0,15.0,similar_type_any_floor,Allocated
RB23318,E0954,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:00:00,60,30,Conference,R011,Focus,1,2.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB25383,E0639,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 09:30:00,2025-08-04 09:30:00,30,0,Focus,R017,Focus,3,2.0,6,8.0,0.0,exact_type_nearby_floor,Allocated
RB29189,E0890,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:00:00,60,60,Focus,R020,Focus,1,2.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB30569,E0228,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 09:45:00,2025-08-04 09:45:00,45,30,Conference,R013,Conference,1,2.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB37375,E0814,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:00:00,60,120,Training,R021,Training,1,3.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB01430,E0208,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 10:00:00,2025-08-04 10:00:00,45,15,Meeting,R010,Conference,3,1.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB02273,E0292,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 10:45:00,2025-08-04 10:45:00,90,15,Conference,R031,Conference,4,4.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB10511,E0264,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:15:00,2025-08-04 09:45:00,2025-08-04 10:00:00,45,30,Training,R006,Focus,2,1.0,12,16.0,15.0,similar_type_any_floor,Allocated
RB18776,E0969,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 10:00:00,2025-08-04 10:00:00,45,30,Conference,R014,Conference,1,2.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB22124,E0035,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 10:00:00,2025-08-04 10:00:00,45,15,Meeting,R026,Training,3,3.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB29051,E0058,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 10:00:00,2025-08-04 10:00:00,45,15,Meeting,R016,Focus,2,2.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB29309,E0418,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 10:30:00,2025-08-04 10:30:00,75,0,Training,R033,Training,4,4.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB29567,E0436,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 10:30:00,2025-08-04 10:30:00,75,15,Training,R035,Training,4,4.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB32336,E0062,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:15:00,2025-08-04 10:15:00,2025-08-04 10:30:00,75,60,Conference,R001,Conference,4,1.0,8,8.0,15.0,exact_type_any_floor,Allocated
RB33235,E0168,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:15:00,2025-08-04 11:15:00,2025-08-04 11:15:00,120,30,Meeting,R042,Conference,5,5.0,2,4.0,0.0,similar_type_exact_floor,Allocated
RB02634,E0280,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:30:00,2025-08-04 11:00:00,2025-08-04 11:15:00,105,120,Training,R049,Training,4,5.0,8,8.0,15.0,exact_type_nearby_floor,Allocated
RB04044,E0066,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:30:00,2025-08-04 10:00:00,2025-08-04 10:15:00,45,30,Training,R023,Conference,5,3.0,6,8.0,15.0,similar_type_any_floor,Allocated
RB11889,E0769,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:30:00,2025-08-04 10:30:00,2025-08-04 11:00:00,90,30,Meeting,R041,Focus,1,5.0,12,16.0,30.0,similar_type_any_floor,Allocated
RB26601,E0142,2025-08-04,2025-08-04 09:30:00,2025-08-04 09:30:00,2025-08-04 11:30:00,2025-08-04 11:30:00,120,15,Meeting,R044,Meeting,1,5.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB28640,E0751,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:30:00,2025-08-04 10:30:00,2025-08-04 10:45:00,75,15,Meeting,R004,Meeting,5,1.0,6,8.0,15.0,exact_type_any_floor,Allocated
RB31745,E0198,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:30:00,2025-08-04 10:30:00,2025-08-04 10:45:00,75,30,Meeting,R015,Conference,4,2.0,6,8.0,15.0,similar_type_any_floor,Allocated
RB33725,E0765,2025-08-04,2025-08-04 09:30:00,2025-08-04 09:30:00,2025-08-04 10:15:00,2025-08-04 10:15:00,45,15,Training,R036,Training,4,4.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB33829,E0477,2025-08-04,2025-08-04 09:15:00,2025-08-04 09:30:00,2025-08-04 11:15:00,2025-08-04 11:30:00,120,15,Meeting,R017,Focus,1,2.0,8,8.0,15.0,similar_type_any_floor,Allocated
RB37672,E0035,2025-08-04,2025-08-04 09:30:00,2025-08-04 09:30:00,2025-08-04 10:00:00,2025-08-04 10:00:00,30,60,Meeting,R029,Training,3,3.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB01541,E0879,2025-08-04,2025-08-04 09:30:00,2025-08-04 09:45:00,2025-08-04 10:00:00,2025-08-04 10:15:00,30,30,Meeting,R025,Meeting,1,3.0,8,8.0,15.0,exact_type_any_floor,Allocated
RB05461,E0526,2025-08-04,2025-08-04 09:30:00,2025-08-04 09:45:00,2025-08-04 10:00:00,2025-08-04 10:15:00,30,60,Meeting,R002,Focus,1,1.0,6,8.0,15.0,similar_type_exact_floor,Allocated
RB08071,E0882,2025-08-04,2025-08-04 09:30:00,2025-08-04 09:45:00,2025-08-04 11:00:00,2025-08-04 11:15:00,90,120,Meeting,R045,Conference,1,5.0,6,8.0,15.0,similar_type_any_floor,Allocated
RB15971,E0801,2025-08-04,2025-08-04 09:45:00,2025-08-04 09:45:00,2025-08-04 10:45:00,2025-08-04 10:45:00,60,60,Training,R037,Training,3,4.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB17764,E0830,2025-08-04,2025-08-04 09:30:00,2025-08-04 09:45:00,2025-08-04 10:15:00,2025-08-04 10:30:00,45,60,Meeting,R046,Training,1,5.0,6,8.0,15.0,similar_type_any_floor,Allocated
RB23023,E0950,2025-08-04,2025-08-04 09:00:00,2025-08-04 09:45:00,2025-08-04 10:15:00,2025-08-04 11:00:00,75,120,Meeting,R008,Meeting,2,1.0,10,16.0,45.0,exact_type_nearby_floor,Allocated
RB25880,E0719,2025-08-04,2025-08-04 09:45:00,2025-08-04 09:45:00,2025-08-04 11:45:00,2025-08-04 11:45:00,120,0,Training,R047,Focus,5,5.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB31596,E0463,2025-08-04,2025-08-04 09:45:00,2025-08-04 09:45:00,2025-08-04 10:15:00,2025-08-04 10:15:00,30,15,Conference,R012,Conference,4,2.0,4,4.0,0.0,exact_type_any_floor,Allocated
RB31989,E0606,2025-08-04,2025-08-04 09:45:00,2025-08-04 09:45:00,2025-08-04 11:00:00,2025-08-04 11:00:00,75,30,Meeting,R013,Conference,2,2.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB10090,E0337,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:15:00,2025-08-04 11:15:00,75,15,Meeting,R024,Meeting,1,3.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB12040,E0492,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:15:00,2025-08-04 11:15:00,75,0,Conference,R014,Conference,5,2.0,4,4.0,0.0,exact_type_any_floor,Allocated
RB12092,E0672,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 10:30:00,2025-08-04 10:30:00,30,120,Training,R009,Focus,1,1.0,6,8.0,0.0,similar_type_exact_floor,Allocated
RB13444,E0708,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:15:00,2025-08-04 11:15:00,75,15,Conference,R032,Focus,4,4.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB14589,E0152,2025-08-04,2025-08-04 09:15:00,2025-08-04 10:00:00,2025-08-04 10:15:00,2025-08-04 11:00:00,60,60,Training,R005,Training,5,1.0,10,16.0,45.0,exact_type_any_floor,Allocated
RB19493,E0917,2025-08-04,2025-08-04 09:30:00,2025-08-04 10:00:00,2025-08-04 10:30:00,2025-08-04 11:00:00,60,30,Conference,R010,Conference,1,1.0,8,8.0,30.0,exact_type_exact_floor,Allocated
RB22800,E0985,2025-08-04,2025-08-04 09:45:00,2025-08-04 10:00:00,2025-08-04 11:45:00,2025-08-04 12:00:00,120,15,Conference,R011,Focus,2,2.0,8,8.0,15.0,similar_type_exact_floor,Allocated
RB29111,E0070,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:00:00,2025-08-04 11:00:00,60,0,Focus,R016,Focus,2,2.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB32734,E0874,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:15:00,2025-08-04 11:15:00,75,15,Conference,R043,Focus,4,5.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB33760,E0207,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:30:00,2025-08-04 11:30:00,90,120,Meeting,R030,Meeting,3,3.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB34044,E0102,2025-08-04,2025-08-04 09:45:00,2025-08-04 10:00:00,2025-08-04 11:30:00,2025-08-04 11:45:00,105,30,Focus,R027,Focus,3,3.0,8,8.0,15.0,exact_type_exact_floor,Allocated
RB35401,E0405,2025-08-04,2025-08-04 09:45:00,2025-08-04 10:00:00,2025-08-04 10:45:00,2025-08-04 11:00:00,60,30,Training,R038,Meeting,4,4.0,8,8.0,15.0,similar_type_exact_floor,Allocated
RB35909,E0825,2025-08-04,2025-08-04 09:00:00,2025-08-04 10:00:00,2025-08-04 10:45:00,2025-08-04 11:45:00,105,60,Focus,R006,Focus,2,1.0,12,16.0,60.0,exact_type_nearby_floor,Allocated
RB38691,E0270,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:15:00,2025-08-04 11:15:00,75,60,Meeting,R050,Focus,4,5.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB39691,E0074,2025-08-04,2025-08-04 10:00:00,2025-08-04 10:00:00,2025-08-04 11:30:00,2025-08-04 11:30:00,90,0,Focus,R022,Focus,4,3.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB02766,E0391,2025-08-04,2025-08-04 10:15:00,2025-08-04 10:15:00,2025-08-04 10:45:00,2025-08-04 10:45:00,30,30,Focus,R020,Focus,3,2.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB22518,E0710,2025-08-04,2025-08-04 10:15:00,2025-08-04 10:15:00,2025-08-04 12:00:00,2025-08-04 12:00:00,105,120,Conference,R023,Conference,3,3.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB24837,E0509,2025-08-04,2025-08-04 10:15:00,2025-08-04 10:15:00,2025-08-04 11:15:00,2025-08-04 11:15:00,60,15,Conference,R025,Meeting,4,3.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB35634,E0335,2025-08-04,2025-08-04 10:15:00,2025-08-04 10:15:00,2025-08-04 12:15:00,2025-08-04 12:15:00,120,60,Conference,R012,Conference,5,2.0,4,4.0,0.0,exact_type_any_floor,Allocated
RB37281,E0589,2025-08-04,2025-08-04 10:15:00,2025-08-04 10:15:00,2025-08-04 11:15:00,2025-08-04 11:15:00,60,30,Conference,R036,Training,4,4.0,2,4.0,0.0,similar_type_exact_floor,Allocated
RB38355,E0675,2025-08-04,2025-08-04 10:15:00,2025-08-04 10:15:00,2025-08-04 11:30:00,2025-08-04 11:30:00,75,60,Focus,R028,Focus,3,3.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB00978,E0562,2025-08-04,2025-08-04 10:30:00,2025-08-04 10:30:00,2025-08-04 11:30:00,2025-08-04 11:30:00,60,15,Conference,R001,Conference,1,1.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB04175,E0159,2025-08-04,2025-08-04 10:30:00,2025-08-04 10:30:00,2025-08-04 11:30:00,2025-08-04 11:30:00,60,0,Focus,R002,Focus,5,1.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB10013,E0227,2025-08-04,2025-08-04 10:30:00,2025-08-04 10:30:00,2025-08-04 11:00:00,2025-08-04 11:00:00,30,0,Conference,R046,Training,5,5.0,8,8.0,0.0,similar_type_exact_floor,Allocated
RB10909,E0079,2025-08-04,2025-08-04 10:30:00,2025-08-04 10:30:00,2025-08-04 11:15:00,2025-08-04 11:15:00,45,30,Training,R003,Meeting,3,1.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB12054,E0028,2025-08-04,2025-08-04 10:30:00,2025-08-04 10:30:00,2025-08-04 11:15:00,2025-08-04 11:15:00,45,120,Meeting,R039,Meeting,2,4.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB12464,E0662,2025-08-04,2025-08-04 10:30:00,2025-08-04 10:30:00,2025-08-04 11:45:00,2025-08-04 11:45:00,75,0,Meeting,R009,Focus,4,1.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB12649,E0202,2025-08-04,2025-08-04 09:30:00,2025-08-04 10:30:00,2025-08-04 10:45:00,2025-08-04 11:45:00,75,120,Conference,R040,Training,4,4.0,16,16.0,60.0,similar_type_exact_floor,Allocated
