employee_id,department,work_mode,preferred_floor,preferred_zone,preferred_start_hour,preferred_room_type,typical_capacity,typical_duration_minutes,preferred_flexibility_minutes
E0875,Finance,Office,2,Open,9,Focus,8,60,30
E0876,Sales,Remote,2,Open,9,Conference,10,60,15
E0877,Sales,Office,3,Quiet,10,Conference,8,30,60
E0878,Marketing,Hybrid,1,Collaborative,9,Training,4,75,15
E0879,HR,Office,1,Collaborative,8,Training,10,90,30
E0880,Sales,Remote,1,Open,9,Conference,8,45,120
E0881,Marketing,Hybrid,2,Open,10,Conference,2,90,60
E0882,Engineering,Hybrid,1,Collaborative,9,Meeting,6,90,120
E0883,HR,Remote,5,Quiet,8,Focus,4,105,120
E0884,Sales,Office,4,Open,9,Conference,4,60,0
E0885,Operations,Office,2,Quiet,9,Meeting,2,90,30
E0886,AI,Hybrid,3,Collaborative,8,Training,6,60,30
E0887,Engineering,Office,3,Quiet,9,Conference,6,75,60
E0888,Engineering,Hybrid,4,Open,10,Meeting,8,30,15
E0889,Marketing,Office,2,Quiet,9,Conference,8,30,120
E0890,Engineering,Hybrid,1,Collaborative,9,Meeting,10,90,30
E0891,HR,Office,1,Open,9,Training,4,60,60
E0892,Sales,Remote,5,Quiet,8,Meeting,2,60,0
E0893,Sales,Hybrid,5,Collaborative,10,Training,12,45,0
E0894,Operations,Remote,1,Collaborative,9,Conference,4,75,60
E0895,AI,Hybrid,3,Quiet,9,Meeting,16,30,0
E0896,Marketing,Remote,3,Open,9,Focus,10,90,60
E0897,AI,Office,5,Quiet,9,Conference,6,30,0
E0898,Engineering,Hybrid,4,Collaborative,9,Meeting,16,45,60
E0899,Operations,Office,1,Collaborative,8,Conference,2,60,15
E0900,AI,Remote,5,Open,10,Training,4,60,30
E0901,HR,Hybrid,5,Open,10,Meeting,8,60,60
E0902,Sales,Hybrid,1,Quiet,9,Meeting,4,60,15
E0903,Engineering,Office,1,Quiet,10,Meeting,12,120,0
E0904,Operations,Office,3,Open,8,Meeting,2,75,0
E0905,AI,Office,4,Collaborative,9,Training,6,30,30
E0906,Marketing,Office,4,Open,9,Conference,8,60,30
E0907,HR,Hybrid,1,Open,9,Meeting,8,90,60
E0908,HR,Office,2,Open,9,Meeting,4,60,30
E0909,AI,Hybrid,5,Collaborative,9,Meeting,4,30,30
E0910,Sales,Hybrid,5,Collaborative,8,Focus,10,90,15
E0911,AI,Hybrid,1,Open,9,Meeting,4,75,0
E0912,Engineering,Hybrid,2,Collaborative,8,Focus,10,75,15
E0913,AI,Hybrid,3,Quiet,9,Conference,8,30,120
E0914,HR,Hybrid,1,Open,9,Meeting,10,45,60
E0915,Operations,Office,1,Open,8,Training,8,75,15
E0916,AI,Hybrid,5,Collaborative,9,Conference,4,45,30
E0917,Sales,Hybrid,1,Quiet,9,Conference,8,60,60
E0918,Operations,Hybrid,1,Collaborative,10,Focus,12,75,30
E0919,Marketing,Hybrid,1,Open,9,Meeting,6,60,0
E0920,Finance,Hybrid,5,Open,9,Meeting,16,105,0
E0921,AI,Hybrid,3,Quiet,10,Conference,6,90,30
E0922,Sales,Office,3,Quiet,9,Meeting,2,90,120
E0923,Operations,Office,1,Open,8,Meeting,4,30,60
E0924,Sales,Office,5,Collaborative,9,Meeting,16,30,0
E0925,Marketing,Hybrid,3,Collaborative,10,Meeting,4,60,0
E0926,HR,Hybrid,3,Open,9,Training,12,45,60
E0927,Sales,Remote,3,Quiet,9,Meeting,12,120,60
E0928,Operations,Hybrid,5,Open,8,Conference,4,45,30
E0929,Sales,Hybrid,5,Quiet,8,Conference,2,60,30
E0930,Sales,Hybrid,1,Collaborative,9,Meeting,8,60,0
E0931,Sales,Hybrid,4,Open,9,Meeting,4,75,60
E0932,Engineering,Hybrid,3,Collaborative,8,Training,10,45,60
E0933,Engineering,Hybrid,4,Open,10,Meeting,6,60,15
E0934,HR,Hybrid,5,Collaborative,10,Training,6,60,60
E0935,AI,Hybrid,5,Collaborative,9,Training,10,90,15
E0936,Sales,Office,5,Quiet,10,Meeting,4,30,0
E0937,Marketing,Office,4,Collaborative,8,Conference,6,105,15
E0938,AI,Office,5,Collaborative,9,Conference,4,90,0
E0939,Marketing,Office,1,Quiet,9,Meeting,4,60,15
E0940,AI,Remote,5,Collaborative,10,Training,6,90,30
E0941,HR,Hybrid,2,Collaborative,10,Training,10,30,30
E0942,Sales,Hybrid,4,Open,9,Meeting,4,120,30
E0943,Sales,Hybrid,2,Open,10,Conference,6,60,15
E0944,Finance,Office,5,Open,8,Focus,8,60,0
E0945,Marketing,Remote,1,Quiet,10,Focus,4,60,30
E0946,AI,Hybrid,3,Quiet,10,Conference,4,30,15
E0947,AI,Remote,5,Open,8,Conference,12,120,15
E0948,Engineering,Hybrid,1,Collaborative,9,Meeting,8,30,60
E0949,Finance,Remote,4,Quiet,8,Focus,8,75,60
E0950,Operations,Hybrid,2,Open,9,Meeting,8,60,60
E0951,Operations,Hybrid,2,Open,9,Conference,2,105,30
E0952,Engineering,Hybrid,2,Collaborative,9,Meeting,8,60,0
E0953,Engineering,Hybrid,4,Quiet,10,Meeting,6,60,60
E0954,Engineering,Hybrid,1,Open,9,Meeting,6,60,15
E0955,Marketing,Hybrid,4,Collaborative,9,Focus,4,75,30
E0956,Marketing,Office,2,Open,10,Meeting,2,30,0
E0957,HR,Hybrid,5,Open,10,Conference,4,45,60
E0958,HR,Hybrid,3,Open,8,Meeting,16,45,0
E0959,Engineering,Office,4,Collaborative,10,Meeting,6,90,120
E0960,Finance,Office,4,Quiet,8,Meeting,6,45,60
E0961,AI,Hybrid,1,Open,10,Conference,2,75,30
E0962,Marketing,Hybrid,1,Open,9,Meeting,2,45,60
E0963,Finance,Hybrid,4,Open,8,Meeting,8,90,30
E0964,Sales,Hybrid,2,Quiet,9,Meeting,6,105,60
E0965,Marketing,Office,3,Quiet,9,Meeting,6,60,30
E0966,Marketing,Hybrid,1,Open,9,Focus,4,60,60
E0967,HR,Hybrid,2,Open,8,Focus,8,45,30
E0968,AI,Office,5,Open,9,Meeting,4,30,120
E0969,AI,Hybrid,1,Open,10,Conference,4,60,30
E0970,Operations,Hybrid,2,Collaborative,9,Focus,6,75,30
E0971,Operations,Hybrid,2,Open,9,Meeting,4,60,60
E0972,Operations,Remote,3,Open,9,Training,4,105,60
E0973,Operations,Hybrid,3,Collaborative,8,Focus,8,60,30
E0974,Sales,Office,5,Open,10,Meeting,8,75,0
E0975,Sales,Hybrid,2,Quiet,10,Meeting,10,60,30
E0976,Marketing,Hybrid,2,Collaborative,9,Focus,6,60,120
E0977,Engineering,Office,3,Open,9,Conference,2,60,60
E0978,HR,Remote,1,Quiet,10,Meeting,4,60,60
E0979,HR,Office,1,Quiet,9,Meeting,16,60,0
E0980,Operations,Office,4,Collaborative,10,Meeting,8,75,30
E0981,Marketing,Remote,3,Quiet,9,Conference,8,105,30
E0982,Finance,Hybrid,4,Quiet,10,Conference,2,60,60
E0983,Engineering,Hybrid,3,Collaborative,9,Focus,6,30,0
E0984,Marketing,Office,5,Open,9,Meeting,2,60,60
E0985,Engineering,Hybrid,2,Collaborative,10,Conference,8,75,30
E0986,Engineering,Office,5,Quiet,9,Conference,12,45,0
E0987,Engineering,Remote,3,Quiet,9,Meeting,16,90,15
E0988,Marketing,Hybrid,2,Open,9,Meeting,6,120,15
E0989,Operations,Hybrid,1,Collaborative,9,Focus,6,105,30
E0990,HR,Office,1,Open,9,Training,12,45,0
E0991,HR,Hybrid,4,Open,8,Conference,8,90,0
E0992,Operations,Office,3,Open,8,Conference,2,75,60
E0993,Engineering,Hybrid,3,Quiet,9,Meeting,6,60,0
E0994,Finance,Office,1,Open,10,Conference,4,75,15
E0995,AI,Hybrid,5,Quiet,9,Conference,6,90,30
E0996,Marketing,Office,2,Open,9,Conference,6,60,30
E0997,AI,Hybrid,5,Open,9,Focus,8,60,60
E0998,Operations,Hybrid,5,Collaborative,8,Conference,4,60,30
E0999,Finance,Hybrid,1,Quiet,9,Meeting,4,75,60
E1000,Marketing,Office,1,Quiet,8,Training,6,45,30
