booking_id,employee_id,booking_date,requested_start_datetime,requested_end_datetime,requested_duration_minutes,requested_room_type,requested_capacity,max_time_flexibility_minutes,requested_floor
RB30467,E0700,2025-08-11,2025-08-11 09:30:00,2025-08-11 10:45:00,75,Focus,16,30,2
RB32558,E0797,2025-08-11,2025-08-11 09:30:00,2025-08-11 11:00:00,90,Focus,6,0,4
RB33924,E0239,2025-08-11,2025-08-11 09:30:00,2025-08-11 10:00:00,30,Meeting,16,0,5
RB34725,E0184,2025-08-11,2025-08-11 09:30:00,2025-08-11 11:00:00,90,Meeting,2,30,3
RB35104,E0727,2025-08-11,2025-08-11 09:30:00,2025-08-11 10:30:00,60,Meeting,8,60,2
RB36622,E0844,2025-08-11,2025-08-11 09:30:00,2025-08-11 10:30:00,60,Meeting,6,15,5
RB00733,E0233,2025-08-11,2025-08-11 09:45:00,2025-08-11 10:45:00,60,Training,4,60,3
RB00922,E0515,2025-08-11,2025-08-11 09:45:00,2025-08-11 10:30:00,45,Meeting,16,0,2
RB05930,E0536,2025-08-11,2025-08-11 09:45:00,2025-08-11 11:45:00,120,Focus,2,0,3
RB06303,E0465,2025-08-11,2025-08-11 09:45:00,2025-08-11 11:30:00,105,Focus,6,60,2
RB09762,E0326,2025-08-11,2025-08-11 09:45:00,2025-08-11 11:15:00,90,Meeting,12,60,2
RB10708,E0722,2025-08-11,2025-08-11 09:45:00,2025-08-11 10:45:00,60,Meeting,2,15,4
RB14031,E0825,2025-08-11,2025-08-11 09:45:00,2025-08-11 10:45:00,60,Focus,12,60,2
RB21837,E0035,2025-08-11,2025-08-11 09:45:00,2025-08-11 10:30:00,45,Meeting,2,30,3
RB26808,E0019,2025-08-11,2025-08-11 09:45:00,2025-08-11 11:15:00,90,Meeting,16,30,3
RB27647,E0696,2025-08-11,2025-08-11 09:45:00,2025-08-11 11:15:00,90,Conference,4,120,1
RB28979,E0188,2025-08-11,2025-08-11 09:45:00,2025-08-11 11:15:00,90,Conference,4,30,1
RB32533,E0821,2025-08-11,2025-08-11 09:45:00,2025-08-11 11:15:00,90,Meeting,2,30,4
RB00491,E0617,2025-08-11,2025-08-11 10:00:00,2025-08-11 10:45:00,45,Meeting,2,30,5
RB06948,E0832,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:45:00,105,Meeting,10,0,3
RB08843,E0633,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:15:00,75,Conference,2,15,1
RB18668,E0980,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:30:00,90,Meeting,8,60,2
RB22197,E0990,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:00:00,60,Training,10,15,1
RB30545,E0936,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:30:00,90,Meeting,6,60,5
RB30927,E0925,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:15:00,75,Conference,4,30,2
RB31999,E0856,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:30:00,90,Meeting,2,60,1
RB34654,E0616,2025-08-11,2025-08-11 10:00:00,2025-08-11 11:15:00,75,Conference,4,30,1
RB02417,E0956,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:00:00,45,Meeting,2,30,2
RB04273,E0075,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:30:00,75,Meeting,16,60,4
RB08349,E0974,2025-08-11,2025-08-11 10:15:00,2025-08-11 12:15:00,120,Meeting,6,0,5
RB11803,E0538,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:00:00,45,Conference,8,15,1
RB14689,E0138,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:30:00,75,Conference,6,120,1
RB17862,E0039,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:45:00,90,Training,4,30,1
RB19475,E0749,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:15:00,60,Conference,16,0,2
RB25250,E0534,2025-08-11,2025-08-11 10:15:00,2025-08-11 10:45:00,30,Meeting,4,60,3
RB27800,E0572,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:15:00,60,Training,4,15,3
RB28185,E0789,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:15:00,60,Training,6,60,2
RB30187,E0006,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:45:00,90,Conference,6,0,3
RB30370,E0517,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:00:00,45,Training,4,60,2
RB32922,E0250,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:45:00,90,Meeting,8,60,5
RB34093,E0205,2025-08-11,2025-08-11 10:15:00,2025-08-11 10:45:00,30,Training,10,0,4
RB37525,E0372,2025-08-11,2025-08-11 10:15:00,2025-08-11 11:00:00,45,Conference,12,120,2
RB01004,E0722,2025-08-11,2025-08-11 10:30:00,2025-08-11 11:45:00,75,Meeting,6,60,3
RB04001,E0126,2025-08-11,2025-08-11 10:30:00,2025-08-11 11:45:00,75,Conference,4,120,4
RB08339,E0076,2025-08-11,2025-08-11 10:30:00,2025-08-11 11:30:00,60,Meeting,4,30,3
RB17193,E0822,2025-08-11,2025-08-11 10:30:00,2025-08-11 12:00:00,90,Meeting,6,15,3
RB22092,E0024,2025-08-11,2025-08-11 10:30:00,2025-08-11 11:30:00,60,Conference,16,15,3
RB31574,E0361,2025-08-11,2025-08-11 10:30:00,2025-08-11 12:00:00,90,Meeting,10,60,3
RB32067,E0790,2025-08-11,2025-08-11 10:30:00,2025-08-11 11:45:00,75,Conference,2,120,2
RB34384,E0241,2025-08-11,2025-08-11 10:30:00,2025-08-11 11:30:00,60,Meeting,6,0,4
RB01937,E0794,2025-08-11,2025-08-11 10:45:00,2025-08-11 11:45:00,60,Meeting,6,60,2
RB03242,E0470,2025-08-11,2025-08-11 10:45:00,2025-08-11 11:15:00,30,Meeting,6,30,4
RB07880,E0777,2025-08-11,2025-08-11 10:45:00,2025-08-11 11:45:00,60,Training,4,0,3
RB22797,E0354,2025-08-11,2025-08-11 10:45:00,2025-08-11 12:15:00,90,Meeting,8,60,1
RB23924,E0593,2025-08-11,2025-08-11 10:45:00,2025-08-11 12:15:00,90,Meeting,12,60,3
RB26534,E0463,2025-08-11,2025-08-11 10:45:00,2025-08-11 12:30:00,105,Conference,4,30,4
RB32275,E0514,2025-08-11,2025-08-11 11:00:00,2025-08-11 12:00:00,60,Training,4,15,4
RB04230,E0054,2025-08-11,2025-08-11 11:15:00,2025-08-11 12:45:00,90,Conference,16,0,2
RB10779,E0756,2025-08-11,2025-08-11 11:15:00,2025-08-11 12:15:00,60,Focus,12,15,3
RB19311,E0201,2025-08-11,2025-08-11 11:15:00,2025-08-11 12:15:00,60,Training,16,0,4
RB20734,E0078,2025-08-11,2025-08-11 11:15:00,2025-08-11 11:45:00,30,Meeting,2,15,4
RB30635,E0273,2025-08-11,2025-08-11 11:30:00,2025-08-11 12:30:00,60,Meeting,8,0,3
RB15197,E0147,2025-08-11,2025-08-11 11:45:00,2025-08-11 12:45:00,60,Focus,12,120,2
RB02406,E0055,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:00:00,60,Conference,8,15,3
RB02558,E0142,2025-08-12,2025-08-12 08:00:00,2025-08-12 10:00:00,120,Meeting,4,60,1
RB04910,E0652,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:15:00,75,Conference,6,30,5
RB05953,E0932,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:30:00,90,Training,8,30,3
RB16413,E0824,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:15:00,75,Training,10,15,4
RB16519,E0462,2025-08-12,2025-08-12 08:00:00,2025-08-12 08:45:00,45,Training,16,30,5
RB19960,E0309,2025-08-12,2025-08-12 08:00:00,2025-08-12 08:30:00,30,Focus,2,0,1
RB21925,E0773,2025-08-12,2025-08-12 08:00:00,2025-08-12 08:45:00,45,Focus,12,15,2
RB22546,E0910,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:30:00,90,Focus,10,30,5
RB30047,E0278,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:15:00,75,Conference,2,120,3
RB34594,E0175,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:15:00,75,Meeting,8,60,4
RB35487,E0501,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:00:00,60,Training,10,15,3
RB39542,E0747,2025-08-12,2025-08-12 08:00:00,2025-08-12 09:45:00,105,Conference,10,60,5
RB02178,E0299,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:45:00,90,Training,10,60,1
RB03318,E0117,2025-08-12,2025-08-12 08:15:00,2025-08-12 08:45:00,30,Conference,8,120,2
RB04303,E0093,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:45:00,90,Conference,2,30,5
RB06233,E0189,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:30:00,75,Focus,8,30,4
RB13546,E0709,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:30:00,75,Meeting,4,15,2
RB13730,E0055,2025-08-12,2025-08-12 08:15:00,2025-08-12 10:15:00,120,Conference,6,30,2
RB14246,E0481,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:15:00,60,Meeting,6,0,4
RB20211,E0923,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:15:00,60,Meeting,4,60,2
RB22537,E0735,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:15:00,60,Meeting,12,15,2
RB25326,E0299,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:45:00,90,Training,10,0,3
RB29006,E0077,2025-08-12,2025-08-12 08:15:00,2025-08-12 10:00:00,105,Focus,4,60,5
RB29628,E0223,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:45:00,90,Meeting,6,60,2
RB32616,E0924,2025-08-12,2025-08-12 08:15:00,2025-08-12 08:45:00,30,Focus,16,30,5
RB33087,E0181,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:45:00,90,Training,2,15,3
RB36973,E0278,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:30:00,75,Training,2,60,3
RB39023,E0248,2025-08-12,2025-08-12 08:15:00,2025-08-12 09:45:00,90,Training,2,0,5
RB00168,E0917,2025-08-12,2025-08-12 08:30:00,2025-08-12 09:45:00,75,Conference,8,120,1
RB02486,E0883,2025-08-12,2025-08-12 08:30:00,2025-08-12 09:30:00,60,Focus,2,60,5
RB18173,E0721,2025-08-12,2025-08-12 08:30:00,2025-08-12 10:30:00,120,Meeting,2,30,3
RB33227,E0508,2025-08-12,2025-08-12 08:30:00,2025-08-12 09:45:00,75,Conference,12,0,5
RB37800,E0366,2025-08-12,2025-08-12 08:30:00,2025-08-12 10:30:00,120,Meeting,8,60,2
RB38557,E0642,2025-08-12,2025-08-12 08:30:00,2025-08-12 09:45:00,75,Meeting,2,60,3
RB17308,E0570,2025-08-12,2025-08-12 08:45:00,2025-08-12 09:15:00,30,Training,4,60,5
RB18111,E0685,2025-08-12,2025-08-12 08:45:00,2025-08-12 09:45:00,60,Meeting,4,0,5
RB23747,E0371,2025-08-12,2025-08-12 08:45:00,2025-08-12 10:30:00,105,Conference,4,30,3
RB25006,E0991,2025-08-12,2025-08-12 08:45:00,2025-08-12 09:30:00,45,Conference,10,120,4
RB29639,E0884,2025-08-12,2025-08-12 08:45:00,2025-08-12 09:30:00,45,Meeting,4,60,4
RB30762,E0394,2025-08-12,2025-08-12 08:45:00,2025-08-12 10:15:00,90,Training,10,0,3
RB00161,E0459,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:15:00,75,Meeting,2,60,5
RB01611,E0537,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:30:00,90,Meeting,8,60,2
RB02112,E0520,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:00:00,60,Meeting,10,60,1
RB03678,E0462,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:15:00,75,Training,16,30,5
RB06869,E0165,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:30:00,90,Meeting,2,120,2
RB07026,E0843,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:00:00,60,Meeting,2,30,5
RB08391,E0727,2025-08-12,2025-08-12 09:00:00,2025-08-12 09:30:00,30,Meeting,6,0,2
RB10099,E0508,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:30:00,90,Conference,16,60,5
RB13632,E0332,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:15:00,75,Meeting,8,0,3
RB14216,E0464,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:15:00,75,Conference,8,30,1
RB17157,E0131,2025-08-12,2025-08-12 09:00:00,2025-08-12 09:45:00,45,Meeting,8,60,3
RB18138,E0159,2025-08-12,2025-08-12 09:00:00,2025-08-12 09:45:00,45,Focus,2,120,5
RB22543,E0173,2025-08-12,2025-08-12 09:00:00,2025-08-12 11:00:00,120,Conference,6,60,2
RB22661,E0587,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:00:00,60,Conference,8,15,1
RB26018,E0874,2025-08-12,2025-08-12 09:00:00,2025-08-12 11:00:00,120,Conference,6,0,3
RB26302,E0539,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:00:00,60,Meeting,12,0,5
RB26392,E0374,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:15:00,75,Meeting,8,60,4
RB27861,E0968,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:30:00,90,Conference,4,30,4
RB28204,E0063,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:30:00,90,Meeting,4,30,4
RB28617,E0818,2025-08-12,2025-08-12 09:00:00,2025-08-12 11:00:00,120,Conference,16,0,1
RB32502,E0709,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:00:00,60,Meeting,6,0,2
RB34825,E0084,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:00:00,60,Training,8,0,3
RB38523,E0076,2025-08-12,2025-08-12 09:00:00,2025-08-12 10:45:00,105,Meeting,4,30,3
RB01974,E0084,2025-08-12,2025-08-12 09:15:00,2025-08-12 11:00:00,105,Training,6,0,1
RB02108,E0409,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:15:00,60,Meeting,2,30,2
RB06064,E0370,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:45:00,90,Focus,4,0,4
RB06480,E0550,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:45:00,90,Training,4,60,5
RB07488,E0333,2025-08-12,2025-08-12 09:15:00,2025-08-12 09:45:00,30,Meeting,12,30,2
RB13265,E0471,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:45:00,90,Meeting,10,60,3
RB17881,E0870,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:00:00,45,Focus,12,30,3
RB17978,E0261,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:45:00,90,Conference,8,60,2
RB20940,E0947,2025-08-12,2025-08-12 09:15:00,2025-08-12 09:45:00,30,Conference,12,60,5
RB21948,E0905,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:15:00,60,Training,6,60,4
RB22176,E0194,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:30:00,75,Conference,4,0,4
RB22854,E0105,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:45:00,90,Meeting,10,30,1
RB22930,E0110,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:15:00,60,Conference,10,60,4
RB24797,E0808,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:00:00,45,Training,6,60,5
RB26005,E0142,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:00:00,45,Meeting,2,60,1
RB29987,E0149,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:45:00,90,Training,10,30,2
RB37137,E0441,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:45:00,90,Training,6,30,4
RB38433,E0394,2025-08-12,2025-08-12 09:15:00,2025-08-12 10:00:00,45,Training,10,60,3
RB01001,E0484,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Training,10,15,2
RB01230,E0164,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:00:00,30,Meeting,6,60,4
RB02007,E0734,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:00:00,30,Conference,6,30,4
RB02610,E0811,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:30:00,60,Focus,6,60,1
RB06396,E0344,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:00:00,30,Meeting,16,0,4
RB07265,E0598,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:15:00,105,Focus,10,15,3
RB10954,E0772,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Conference,6,0,4
RB11189,E0917,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:30:00,60,Conference,8,30,1
RB15113,E0521,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:45:00,75,Conference,6,60,4
RB16079,E0821,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Meeting,2,30,4
RB18810,E0239,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Meeting,12,120,5
RB19011,E0172,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:15:00,105,Focus,4,60,3
RB19354,E0649,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:45:00,75,Conference,6,15,4
RB22016,E0739,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:30:00,60,Meeting,16,0,1
RB23890,E0917,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Conference,16,0,1
RB24113,E0620,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:15:00,45,Conference,8,30,4
RB24199,E0639,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:30:00,60,Training,2,60,3
RB25115,E0996,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:45:00,75,Focus,6,0,2
RB29069,E0966,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:30:00,60,Focus,4,0,1
RB30119,E0993,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:00:00,30,Meeting,6,15,3
RB33129,E0152,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Training,10,30,5
RB34596,E0615,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:30:00,60,Training,2,0,3
RB35842,E0510,2025-08-12,2025-08-12 09:30:00,2025-08-12 10:45:00,75,Conference,4,15,1
RB36048,E0079,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Training,4,0,3
RB37039,E0117,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Conference,16,15,2
RB38945,E0743,2025-08-12,2025-08-12 09:30:00,2025-08-12 11:00:00,90,Training,8,120,3
RB00579,E0493,2025-08-12,2025-08-12 09:45:00,2025-08-12 10:45:00,60,Training,6,60,3
RB06395,E0180,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:15:00,90,Conference,10,0,1
RB06549,E0240,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:15:00,90,Focus,4,0,2
RB07556,E0911,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:15:00,90,Meeting,4,120,1
RB10480,E0049,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:15:00,90,Meeting,2,60,5
RB13016,E0749,2025-08-12,2025-08-12 09:45:00,2025-08-12 10:45:00,60,Conference,16,15,2
RB21172,E0336,2025-08-12,2025-08-12 09:45:00,2025-08-12 10:45:00,60,Meeting,12,30,1
RB28992,E0578,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:00:00,75,Conference,2,60,5
RB32319,E0948,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:00:00,75,Meeting,8,30,1
RB32865,E0662,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:00:00,75,Meeting,8,120,5
RB38320,E0162,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:15:00,90,Meeting,6,120,4
RB38366,E0205,2025-08-12,2025-08-12 09:45:00,2025-08-12 11:15:00,90,Training,8,0,4
RB00921,E0291,2025-08-12,2025-08-12 10:00:00,2025-08-12 11:00:00,60,Conference,4,0,5
RB01146,E0796,2025-08-12,2025-08-12 10:00:00,2025-08-12 11:15:00,75,Meeting,6,0,1
RB09665,E0421,2025-08-12,2025-08-12 10:00:00,2025-08-12 11:00:00,60,Meeting,2,15,3
RB15128,E0584,2025-08-12,2025-08-12 10:00:00,2025-08-12 11:15:00,75,Conference,10,0,2
RB16337,E0638,2025-08-12,2025-08-12 10:00:00,2025-08-12 10:45:00,45,Training,4,30,4
RB19119,E0626,2025-08-12,2025-08-12 10:00:00,2025-08-12 11:30:00,90,Meeting,4,60,5
RB21144,E0312,2025-08-12,2025-08-12 10:00:00,2025-08-12 11:30:00,90,Meeting,4,30,2
RB27798,E0653,2025-08-12,2025-08-12 10:00:00,2025-08-12 11:15:00,75,Meeting,10,30,1
RB30845,E0941,2025-08-12,2025-08-12 10:00:00,2025-08-12 10:30:00,30,Training,10,60,2
RB01850,E0684,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:00:00,45,Meeting,6,60,4
RB02374,E0708,2025-08-12,2025-08-12 10:15:00,2025-08-12 12:15:00,120,Conference,4,60,4
RB03999,E0919,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Meeting,8,15,1
RB05411,E0292,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:00:00,45,Meeting,16,15,4
RB12477,E0946,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Conference,4,15,3
RB13766,E0536,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Conference,4,60,2
RB18603,E0039,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:30:00,75,Meeting,4,60,1
RB22461,E0918,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:30:00,75,Focus,12,15,1
RB24468,E0711,2025-08-12,2025-08-12 10:15:00,2025-08-12 10:45:00,30,Meeting,2,30,2
RB25191,E0346,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Conference,10,60,4
RB28203,E0193,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Meeting,16,15,4
RB31522,E0239,2025-08-12,2025-08-12 10:15:00,2025-08-12 12:15:00,120,Meeting,10,0,5
RB31879,E0975,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:45:00,90,Meeting,8,60,2
RB32587,E0703,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Conference,4,60,3
RB37677,E0775,2025-08-12,2025-08-12 10:15:00,2025-08-12 12:00:00,105,Training,12,15,1
RB38676,E0072,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Focus,8,0,4
RB39305,E0814,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:15:00,60,Meeting,2,60,1
RB39499,E0607,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:45:00,90,Meeting,12,30,3
RB39537,E0324,2025-08-12,2025-08-12 10:15:00,2025-08-12 11:45:00,90,Meeting,8,15,4
RB07404,E0777,2025-08-12,2025-08-12 10:30:00,2025-08-12 11:15:00,45,Training,16,30,3
RB18838,E0402,2025-08-12,2025-08-12 10:30:00,2025-08-12 12:00:00,90,Meeting,8,60,3
RB25136,E0525,2025-08-12,2025-08-12 10:30:00,2025-08-12 12:00:00,90,Meeting,2,0,4
RB26538,E0222,2025-08-12,2025-08-12 10:30:00,2025-08-12 11:45:00,75,Training,4,60,5
RB28186,E0708,2025-08-12,2025-08-12 10:30:00,2025-08-12 12:00:00,90,Training,4,30,4
RB30216,E0302,2025-08-12,2025-08-12 10:30:00,2025-08-12 11:45:00,75,Meeting,12,60,3
RB34716,E0329,2025-08-12,2025-08-12 10:30:00,2025-08-12 11:30:00,60,Conference,4,120,5
RB37094,E0648,2025-08-12,2025-08-12 10:30:00,2025-08-12 12:00:00,90,Meeting,2,30,3
RB37202,E0520,2025-08-12,2025-08-12 10:30:00,2025-08-12 11:45:00,75,Meeting,10,0,1
RB39024,E0546,2025-08-12,2025-08-12 10:30:00,2025-08-12 12:30:00,120,Focus,6,15,1
RB03506,E0727,2025-08-12,2025-08-12 10:45:00,2025-08-12 11:15:00,30,Meeting,8,30,2
RB03599,E0854,2025-08-12,2025-08-12 10:45:00,2025-08-12 12:15:00,90,Meeting,2,60,4
RB10790,E0578,2025-08-12,2025-08-12 10:45:00,2025-08-12 11:30:00,45,Conference,4,60,5
RB13334,E0536,2025-08-12,2025-08-12 10:45:00,2025-08-12 11:45:00,60,Focus,2,15,1
RB20874,E0545,2025-08-12,2025-08-12 10:45:00,2025-08-12 11:45:00,60,Conference,6,30,4
RB26498,E0435,2025-08-12,2025-08-12 10:45:00,2025-08-12 12:00:00,75,Meeting,10,60,4
RB28505,E0562,2025-08-12,2025-08-12 10:45:00,2025-08-12 12:30:00,105,Meeting,2,120,1
RB34758,E0413,2025-08-12,2025-08-12 10:45:00,2025-08-12 11:45:00,60,Focus,6,30,1
RB37778,E0318,2025-08-12,2025-08-12 10:45:00,2025-08-12 12:00:00,75,Meeting,4,15,1
RB00470,E0215,2025-08-12,2025-08-12 11:15:00,2025-08-12 12:45:00,90,Training,16,60,4
RB01128,E0108,2025-08-12,2025-08-12 11:15:00,2025-08-12 12:00:00,45,Conference,6,0,4
RB02409,E0634,2025-08-12,2025-08-12 11:15:00,2025-08-12 12:15:00,60,Training,12,30,3
RB19778,E0064,2025-08-12,2025-08-12 11:15:00,2025-08-12 12:30:00,75,Conference,10,60,2
RB18698,E0125,2025-08-12,2025-08-12 11:30:00,2025-08-12 12:30:00,60,Training,6,120,1
RB03935,E0539,2025-08-13,2025-08-13 08:00:00,2025-08-13 09:00:00,60,Meeting,10,120,4
RB09900,E0771,2025-08-13,2025-08-13 08:00:00,2025-08-13 08:45:00,45,Focus,12,120,4
RB12619,E0286,2025-08-13,2025-08-13 08:00:00,2025-08-13 10:00:00,120,Meeting,4,120,2
RB13343,E0600,2025-08-13,2025-08-13 08:00:00,2025-08-13 09:15:00,75,Focus,4,0,2
RB16554,E0928,2025-08-13,2025-08-13 08:00:00,2025-08-13 10:00:00,120,Conference,2,30,3
RB16631,E0817,2025-08-13,2025-08-13 08:00:00,2025-08-13 09:30:00,90,Focus,10,15,3
RB20826,E0793,2025-08-13,2025-08-13 08:00:00,2025-08-13 10:00:00,120,Meeting,8,60,3
RB25599,E0840,2025-08-13,2025-08-13 08:00:00,2025-08-13 09:00:00,60,Training,4,0,1
RB31042,E0979,2025-08-13,2025-08-13 08:00:00,2025-08-13 08:45:00,45,Meeting,6,60,3
RB31998,E0638,2025-08-13,2025-08-13 08:00:00,2025-08-13 09:30:00,90,Training,6,120,4
RB04623,E0618,2025-08-13,2025-08-13 08:15:00,2025-08-13 09:15:00,60,Conference,8,0,5
RB06354,E0190,2025-08-13,2025-08-13 08:15:00,2025-08-13 08:45:00,30,Training,4,60,3
RB06896,E0079,2025-08-13,2025-08-13 08:15:00,2025-08-13 09:30:00,75,Training,6,120,3
RB07250,E0085,2025-08-13,2025-08-13 08:15:00,2025-08-13 10:00:00,105,Meeting,6,30,5
RB10197,E0861,2025-08-13,2025-08-13 08:15:00,2025-08-13 09:00:00,45,Conference,6,60,5
RB10602,E0141,2025-08-13,2025-08-13 08:15:00,2025-08-13 08:45:00,30,Focus,12,30,5
RB13330,E0457,2025-08-13,2025-08-13 08:15:00,2025-08-13 09:00:00,45,Focus,4,30,4
RB17078,E0246,2025-08-13,2025-08-13 08:15:00,2025-08-13 09:30:00,75,Conference,6,15,3
RB18565,E0929,2025-08-13,2025-08-13 08:15:00,2025-08-13 09:15:00,60,Conference,4,60,5
RB22654,E0385,2025-08-13,2025-08-13 08:15:00,2025-08-13 08:45:00,30,Conference,10,30,5
RB22947,E0457,2025-08-13,2025-08-13 08:15:00,2025-08-13 08:45:00,30,Meeting,4,0,4
